,Name,z,discovery_date,dm,dm_err,U,B,V,R,I,u,g,r,i,J,H,K,L,G,o
0,SN1999em,0.00274,51480.43958,30.34,0.001,0.176,0.147,0.111,0.088,0.061,0.172,0.134,0.093,0.069,0.029,0.018,0.012,0.006,0.0905,0.081
