,Name,z,discovery_date,dm,dm_err,U,B,V,R,I,u,g,r,i,z_sdss,J,H,K,L,G,o,c
0,SN2018aad,0.024,58182.7996,35.178,0,0.232,0.194,0.147,0.116,0.081,0.227,0.177,0.122,0.091,0.068,0.038,0.024,0.016,0.008,0,0,0
