,Name,z,discovery_date,dm,dm_err,U,B,V,R,I,u,g,r,i,z_sdss,J,H,K,L,G,o
0,SN2017eaw,0.000133,57887.24,28.85426006,0.147218468,1.488,1.245,0.941,0.744,0.517,1.455,1.134,0.784,0.583,0.432,0.243,0.154,0.104,0.053,0,0
