  0.0000000000E+000  0.0000000000E+000
  1.7000911657E+003  8.9917596221E+037
  3.4000473169E+003  9.3054401453E+037
  5.1000742326E+003  9.0496394860E+037
  6.8000598298E+003  8.4421580729E+037
  8.5001042500E+003  7.4697452285E+037
  1.0200096145E+004  7.4138564596E+037
  1.1900100429E+004  7.8337663187E+037
  1.3600080072E+004  8.2743540914E+037
  1.5300096166E+004  8.7406469813E+037
  1.7000095761E+004  9.2300503651E+037
  1.8700094208E+004  9.7614629376E+037
  2.0400084811E+004  1.0447940405E+038
  2.2100055077E+004  1.1172660619E+038
  2.3800067660E+004  1.1648042373E+038
  2.5500054638E+004  1.1970672097E+038
  2.7200066397E+004  1.2201836823E+038
  2.8900091625E+004  1.2372007760E+038
  3.0600046148E+004  1.2501522941E+038
  3.2300069840E+004  1.2598156496E+038
  3.4000060340E+004  1.2669490340E+038
  3.5700078372E+004  1.2718994277E+038
  3.7400046036E+004  1.2729258743E+038
  3.9100069903E+004  1.2554339892E+038
  4.0800081790E+004  1.2428215278E+038
  4.2500091116E+004  1.2552587491E+038
  4.4200049234E+004  1.2612045125E+038
  4.4657656601E+004  1.2626776174E+038
