  0.0000000000E+000  0.0000000000E+000
  1.7001639014E+003  9.4654047878E+037
  3.4000404476E+003  1.0603681508E+038
  5.1000698177E+003  1.1279367233E+038
  6.8000612051E+003  1.1698286312E+038
  8.5000676777E+003  1.1957999341E+038
  1.0200096093E+004  1.2109469021E+038
  1.1900074768E+004  1.2190676159E+038
  1.3600076831E+004  1.2230595219E+038
  1.5300100353E+004  1.2251615315E+038
  1.7000079755E+004  1.2267803391E+038
  1.8700084124E+004  1.2286337304E+038
  2.0400054767E+004  1.2311145329E+038
  2.2100073736E+004  1.2342644130E+038
  2.3800069684E+004  1.2379729339E+038
  2.5500042353E+004  1.2420689507E+038
  2.7200051969E+004  1.2463506914E+038
  2.8900060238E+004  1.2506786084E+038
  3.0600069968E+004  1.2549239894E+038
  3.2300081734E+004  1.2589992811E+038
  3.4000043960E+004  1.2628295151E+038
  3.5700083267E+004  1.2663638086E+038
  3.7400080115E+004  1.2695674810E+038
  3.9100061483E+004  1.2724295121E+038
  4.0800097477E+004  1.2749434508E+038
  4.2500063846E+004  1.2771186381E+038
  4.4200085068E+004  1.2789671999E+038
  4.4663648151E+004  1.2794162642E+038
