,t_from_discovery,veloc
0,0.0,-899.0913604820951
1,0.19697138266176087,9.979961644318506
2,0.3940266246323603,9.96408823435663
3,0.5907845176184706,9.951725852835674
4,0.7881413797475081,9.941018656123783
5,0.9845499985845452,9.930157425442912
6,1.1812741815266883,9.919532886698285
7,1.3779167451406233,9.909306413030738
8,1.5753480177215866,9.898676928962265
9,1.772008247576496,9.888199123832074
10,1.9688253772061257,9.87744777454917
11,2.165642506835755,9.866541167194383
12,2.362459636465385,9.85596162614692
13,2.5592767660950146,9.845648718248633
14,2.756093895724644,9.835130083262014
15,2.952911025354274,17.324975534177007
16,3.149430246311618,18.988218876065375
17,3.345824547077743,19.113102300189485
18,3.5428884989785563,17.801094457063446
19,3.7390875619052615,16.873621865274462
20,3.935964380718823,16.18880584963388
21,4.132403154850487,16.33730599157128
22,4.328849998512042,53.1378801254064
23,4.525633386038087,4740.007008761755
24,4.7226230856084594,5050.2125456834
25,4.919726967244497,5228.323719179854
26,5.1166454623442705,5348.359473155646
27,5.31331150929186,5429.312049132835
28,5.510775063160525,5487.756257647713
29,5.707425619359229,5533.311608430208
30,5.9039934507520035,5559.779014413449
31,6.1010314239223336,5587.2451645401425
32,6.297848553551963,5601.924746652629
33,6.4946656831815925,5612.989659815508
34,6.6914828128112225,5628.323613493351
35,6.8882999424408515,5641.406467211631
36,7.0851170720704815,5645.545778803525
37,7.281934201700111,5642.106246010322
38,7.4787513313297405,5650.18766421075
39,7.67556846095937,5650.905213342608
40,7.872385590589,5650.643433070895
41,8.069202720218628,5649.558529235585
42,8.26601984984826,5641.549891567322
43,8.462836979477888,5638.964488448621
44,8.658554572070482,5635.459122585348
45,8.855371701700111,5625.577664709211
46,9.05218883132974,5620.498006239992
47,9.249005960959371,5611.149394603835
48,9.445823090589,5606.326819369095
49,9.642640220218631,5595.846601765197
50,9.83945734984826,5591.2552437015165
51,10.036274479477889,5581.893196425229
52,10.23309160910752,5577.969771446583
53,10.429908738737149,5569.77690435609
54,10.626725868366776,5566.298864412281
55,10.823542997996409,5558.910001419354
56,11.020360127626038,5555.735508103613
57,11.217177257255665,5548.937331040662
58,11.413994386885298,5545.950069731888
59,11.610811516514927,5539.561389850786
60,11.807628646144554,5536.661375361641
61,12.004445775774187,5533.736125550093
62,12.201262905403814,5527.631554091076
63,12.396980497996408,5524.674566439965
64,12.593797627626037,5521.685784939207
65,12.790614757255666,5515.673327542256
66,12.987431886885297,5512.612983733964
67,13.184249016514926,5509.488054016585
68,13.381066146144555,5506.297608567353
69,13.577883275774186,5500.210099045321
70,13.774700405403815,5496.910470944099
71,13.971517535033444,5493.5429406569065
72,14.168334664663075,5490.108029603957
73,14.365151794292704,5486.606721412429
74,14.561968923922333,5480.296683702436
75,14.758786053551963,5476.676268990699
76,14.955603183181593,5472.991786834995
77,15.152420312811222,5469.244492835803
78,15.349237442440852,5462.724121341807
79,15.546054572070481,5458.859403927215
80,15.74287170170011,5452.230455213621
81,15.939688831329741,5448.249731033184
82,16.135406423922333,5441.5006358583205
83,16.332223553551962,5437.406267841716
84,16.52904068318159,5430.549687667052
85,16.72585781281122,5423.632582260074
86,16.922674942440853,5419.370514659464
87,17.119492072070482,5412.334443918052
88,17.31630920170011,5405.234026422357
89,17.51312633132974,5398.067712354209
90,17.70994346095937,5388.0821270574215
91,17.906760590589,5380.7711924176665
92,18.10357772021863,5373.392470334978
93,18.30039484984826,5365.945824691381
94,18.49721197947789,5355.627424604624
95,18.694029109107518,5345.210637659815
96,18.890846238737147,5334.6946663598
97,19.08766336836678,5324.079019170809
98,19.284480497996405,5313.3633405102955
99,19.481297627626038,5302.54734949352
100,19.678114757255667,5291.630840496265
101,19.87383234984826,5280.6098215613165
102,20.07064947947789,5266.529832564779
103,20.26746660910752,6184.567315534926
