1133	15
1.0d0 1.0d0 4.0d0 12.0d0 16.0d0 20.0d0 24.0d0 28.0d0 32.0d0 36.0d0 40.0d0 44.0d0 48.0d0 52.0d0 56.0d0 
0.0d0 1.0d0 2.0d0 6.0d0 8.0d0 10.0d0 12.0d0 14.0d0 16.0d0 18.0d0 20.0d0 22.0d0 24.0d0 26.0d0 28.0d0 
3.7794799999949140E+30   5.4500157310031308E+06  4.8069530543354299E-04   9.0298649476630054E-06   4.2172680754460458E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   3.5439661714225575E-07   4.6426205816968000E-08   3.0085298610651299E-05   1.6977734406944662E-05   5.2124216750918203E-05   2.4773303854632202E-03   1.7994946446548071E-01   0.0000000000000000E+00   2.2374750658525683E-09 
7.7179026678322586E+30   6.9340886685627587E+06  4.8466644445355298E-04   9.5451835898137286E-06   4.3749890122618167E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   3.7519546064166649E-07   5.1299047922716062E-08   3.1767370943286812E-05   1.7930528717051412E-05   5.3656977790435861E-05   2.4968327695663126E-03   1.7947905167649603E-01   0.0000000000000000E+00   2.5673071244502825E-09 
1.2670206990593198E+31   8.2050915845754407E+06  4.8825436814304277E-04   1.0036441170757348E-05   4.5226702909503119E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   3.9496182866629713E-07   5.6133763488898006E-08   3.3364001787298101E-05   1.8834047989412597E-05   5.5069345926433776E-05   2.5141336891628067E-03   1.7904327957000107E-01   0.0000000000000000E+00   2.9064180355780942E-09 
1.8897399999997628E+31   9.4065278719849717E+06  4.9204721403073141E-04   1.0585029554895884E-05   4.6847003288587518E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   4.1696065860396054E-07   6.1748251976793857E-08   3.5139266910755945E-05   1.9837665822426090E-05   5.6594295282294771E-05   2.5321141305780642E-03   1.7856991967442504E-01   0.0000000000000000E+00   3.3142343326455768E-09 
2.8346099999994136E+31   1.0817247256952021E+07  4.9664136112136234E-04   1.1295209567045940E-05   4.8902431325724936E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   4.4531597135085282E-07   6.9350132809471984E-08   3.7425876144394179E-05   2.1128868846084375E-05   5.8492620351449295E-05   2.5535060822319431E-03   1.7797567123928495E-01   0.0000000000000000E+00   3.8890518674139412E-09 
3.7794799999995256E+31   1.1955014236377843E+07  5.0137811886083981E-04   1.2086792640086726E-05   5.1141706877719517E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   4.7675000055883012E-07   7.8259902192207740E-08   3.9959710799510642E-05   2.2557735713127631E-05   6.0516244942813660E-05   2.5751391283250842E-03   1.7733555305067428E-01   0.0000000000000000E+00   4.5938330649135472E-09 
4.7243499999996376E+31   1.2927326527310016E+07  5.0557746623677586E-04   1.2847534448873914E-05   5.3246320294841913E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   5.0678108641377259E-07   8.7250235274689962E-08   4.2380712632403057E-05   2.3921124203921952E-05   6.2377178934159416E-05   2.5939915004882163E-03   1.7673987998036753E-01   0.0000000000000000E+00   5.3368438574853649E-09 
5.6692199999997496E+31   1.3786765920677306E+07  5.0937369455759810E-04   1.3590600623774346E-05   5.5260534223922275E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   5.3594054373994557E-07   9.6430716558012826E-08   4.4732615249847269E-05   2.5243903050135743E-05   6.4122171336570237E-05   2.6107852975728709E-03   1.7617465483772138E-01   0.0000000000000000E+00   6.1266162234222114E-09 
7.0865250000001482E+31   1.4927224100583985E+07  5.1369843599658306E-04   1.4513376554389813E-05   5.7708960478407411E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   5.7190516754543255E-07   1.0837416029681219E-07   4.7636432106034367E-05   2.6874859215741952E-05   6.6197242832349704E-05   2.6296582489411264E-03   1.7549300717210295E-01   0.0000000000000000E+00   7.1983509039368316E-09 
8.5038300000000856E+31   1.5939064200424962E+07  5.1830142481113493E-04   1.5602165833088385E-05   6.0528423845552515E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   6.1398237683541058E-07   1.2322840108039533E-07   5.1039526437401928E-05   2.8783157437071689E-05   6.8526412842734582E-05   2.6494554651885177E-03   1.7471482444929937E-01   0.0000000000000000E+00   8.5968075751640633E-09 
9.9211349999995619E+31   1.6856772689291310E+07  5.2240110136148174E-04   1.6689340040230242E-05   6.3274690864521472E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   6.5560089262977130E-07   1.3887535004374290E-07   5.4413941229462645E-05   3.0672223462695756E-05   7.0734939585257936E-05   2.6668799456790251E-03   1.7396229817864733E-01   0.0000000000000000E+00   1.0143666636155839E-08 
1.1338439999999038E+32   1.7702163612954449E+07  5.2602947648007091E-04   1.7779817673488119E-05   6.5964926156493594E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   6.9693401096500555E-07   1.5538866239775929E-07   5.7776993317099896E-05   3.2552060584618732E-05   7.2842083490944483E-05   2.6822435767130852E-03   1.7322735087476798E-01   0.0000000000000000E+00   1.1853998770085249E-08 
1.2850232000000232E+32   1.8540786723047346E+07  5.2933942426235559E-04   1.8915398611433890E-05   6.8702978828451633E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   7.3953380220440968E-07   1.7345098230535972E-07   6.1257316930861017E-05   3.4494542227500210E-05   7.4931297341625312E-05   2.6962590899921061E-03   1.7248078038586301E-01   0.0000000000000000E+00   1.3811345523133153E-08 
1.4362023999999581E+32   1.9326559475706175E+07  5.3233402572463670E-04   2.0098131113300975E-05   7.1490993846826771E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   7.8342225086045823E-07   1.9319414958698363E-07   6.4859350157101458E-05   3.6501902605435335E-05   7.7003321152089102E-05   2.7089715486797003E-03   1.7172197184830260E-01   0.0000000000000000E+00   1.6048765580234733E-08 
1.5873816000014610E+32   2.0068701050086442E+07  5.3493977869295594E-04   2.1295375716781192E-05   7.4251609063416459E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   8.2735090911614910E-07   2.1414126917111191E-07   6.8482954297113634E-05   3.8518247040974055E-05   7.9001900056158982E-05   2.7201100842800625E-03   1.7097151634922678E-01   0.0000000000000000E+00   1.8528866680070419E-08 
1.7385608000042090E+32   2.0774151433629345E+07  5.3718094130591630E-04   2.2509152967713817E-05   7.6991190990526601E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   8.7137542418014541E-07   2.3636268042418744E-07   7.2134549813110605E-05   4.0547203339276952E-05   8.0934741473784018E-05   2.7298204544677000E-03   1.7022693418731946E-01   0.0000000000000000E+00   2.1273904855248431E-08 
1.8897400000079255E+32   2.1448281524257239E+07  5.3907244247556002E-04   2.3740935390014956E-05   7.9714194053742589E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   9.1552756753297823E-07   2.5992826271041846E-07   7.5818890733438503E-05   4.2591475184752331E-05   8.2807466988714715E-05   2.7382104976192067E-03   1.6948608482456437E-01   0.0000000000000000E+00   2.4307923250032241E-08 
2.0409192000123799E+32   2.2095343412961427E+07  5.4060435550389073E-04   2.4991248840446914E-05   8.2422078887043008E-03   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   9.5979563380815397E-07   2.8490676401169286E-07   7.9538576960631570E-05   4.4652672511869210E-05   8.4622635996251991E-05   2.7453247124775522E-03   1.6874634250684212E-01   0.0000000000000000E+00   2.7657541922264764E-08 
