  0.0000000000E+000  0.0000000000E+000
  1.7015542788E+003  2.5463410807E+039
  3.4022887815E+003  2.0795328355E+039
  5.1018249652E+003  1.6957323152E+039
  6.8034767219E+003  1.1793891245E+039
  8.5029026577E+003  7.9388082980E+038
  1.0205213242E+004  5.9962608813E+038
  1.1904175595E+004  4.9176242668E+038
  1.3605433278E+004  4.3198116476E+038
  1.5307482472E+004  3.7185694457E+038
  1.7010388635E+004  3.4575015409E+038
  1.8711200433E+004  3.1352448773E+038
  2.0407506087E+004  2.9709635030E+038
  2.2114148533E+004  2.7326025974E+038
  2.3811224230E+004  2.6283128035E+038
  2.5514907869E+004  2.5425479703E+038
  2.7221691370E+004  2.4711074759E+038
  2.8917107237E+004  2.4121355017E+038
  3.0618536843E+004  2.3601131364E+038
  3.2322233461E+004  2.3192176169E+038
  3.4016245786E+004  2.1905720140E+038
  3.5720352699E+004  2.1611356869E+038
  3.7414009861E+004  2.1371622894E+038
  3.9126388995E+004  2.1174067790E+038
  4.0815004437E+004  2.0996893374E+038
  4.2519010108E+004  2.0864819125E+038
  4.4221911681E+004  2.0764002584E+038
  4.5917037439E+004  2.0687133525E+038
  4.7618088017E+004  2.0629047509E+038
  4.9324791287E+004  2.0586501985E+038
  5.1025046872E+004  2.0539742272E+038
  5.2726933885E+004  2.0517718784E+038
  5.4430591385E+004  2.0507288624E+038
  5.6132934256E+004  2.0504862214E+038
  5.7820191191E+004  2.0508405672E+038
  5.9524566040E+004  2.0516617673E+038
  6.1222892272E+004  2.0510388741E+038
  6.2939601020E+004  2.0522002042E+038
  6.4627828976E+004  2.0537863811E+038
  6.6338136311E+004  2.0556421921E+038
  6.8028152461E+004  2.0576272790E+038
  6.9739032109E+004  2.0597409580E+038
  7.1424975801E+004  2.0601708536E+038
  7.3134357298E+004  2.0621199087E+038
  7.4837941442E+004  2.0642733698E+038
  7.6531531940E+004  2.0664920231E+038
  7.8243740546E+004  2.0687767850E+038
  7.9938650036E+004  2.0710515588E+038
  8.1629530531E+004  2.0715615422E+038
  8.3349143855E+004  2.0736349200E+038
  8.5032754674E+004  2.0758361659E+038
  8.6731496907E+004  2.0781201772E+038
  8.8430848570E+004  2.0804417907E+038
  9.0140088008E+004  2.0818408521E+038
  9.1850580724E+004  2.0834186589E+038
  9.3534425328E+004  2.0855754288E+038
  9.5229490268E+004  2.0879169091E+038
  9.6943537534E+004  2.0903921382E+038
