  0.0000000000E+000  0.0000000000E+000
  1.7014701898E+003  1.0310313350E+038
  3.4037336500E+003  1.1087671208E+038
  5.1031729747E+003  1.1476206898E+038
  6.8067024074E+003  1.1619863608E+038
  8.5055711843E+003  1.1694765236E+038
  1.0210218004E+004  1.1710688309E+038
  1.1913775161E+004  1.1774733238E+038
  1.3615898739E+004  1.1819436687E+038
  1.5312528144E+004  1.1902612643E+038
  1.7019546163E+004  1.2024347189E+038
  1.8720417401E+004  1.2122656895E+038
  2.0425192491E+004  1.2228642527E+038
  2.2129557842E+004  1.2345532987E+038
  2.3820509519E+004  1.2452021742E+038
  2.5523553841E+004  1.2548679145E+038
  2.7232124324E+004  1.2660838667E+038
  2.8929908803E+004  1.2734160644E+038
  3.0628112021E+004  1.2778925895E+038
  3.2339101117E+004  1.2855815856E+038
  3.4032234404E+004  1.2922343964E+038
  3.5736540563E+004  1.2954851168E+038
  3.7425781892E+004  1.3005084902E+038
  3.9147819114E+004  1.3049234765E+038
  4.0828686026E+004  1.3043383098E+038
  4.2556001364E+004  1.3073789028E+038
  4.4232091962E+004  1.3098659018E+038
  4.5939253069E+004  1.3119944346E+038
  4.7638587069E+004  1.3137567316E+038
  4.9338639114E+004  1.3152087098E+038
  5.1061004727E+004  1.3121914680E+038
  5.2755201666E+004  1.3129202482E+038
  5.4446781596E+004  1.3134504112E+038
  5.6170488007E+004  1.3138188872E+038
  5.7850518218E+004  1.3140323952E+038
  5.9557359110E+004  1.3141203599E+038
  6.1251630088E+004  1.3123980010E+038
  6.2933600326E+004  1.3120657241E+038
  6.4631933739E+004  1.3092124746E+038
  6.6343390973E+004  1.3087576233E+038
  6.8034597436E+004  1.3082660795E+038
  6.9733675712E+004  1.3077367597E+038
  7.1434882542E+004  1.3054974536E+038
  7.3135742735E+004  1.3046992741E+038
  7.4831842205E+004  1.3038973800E+038
  7.6544803763E+004  1.3030874869E+038
  7.8240873985E+004  1.3022869294E+038
  7.9929345758E+004  1.3014920400E+038
  8.1625317494E+004  1.2990197058E+038
