TIME	LOGL	VPH
1.550000000000000044e+00 4.295569127594301762e+01 5.174997103496424556e+08
1.560000000000000053e+00 4.290337948084806641e+01 5.225920660507234335e+08
1.570000000000000062e+00 4.285636191345152213e+01 5.270620416269360781e+08
1.580000000000000071e+00 4.281333995091861766e+01 5.309519433124472499e+08
1.590000000000000080e+00 4.277382449746851023e+01 5.344248418508442044e+08
1.600000000000000089e+00 4.273710308090350196e+01 5.376543599155110121e+08
1.610000000000000098e+00 4.270300913189035441e+01 5.404874482560292482e+08
1.620000000000000107e+00 4.267145425871785847e+01 5.430778804092152119e+08
1.630000000000000115e+00 4.264207694991869602e+01 5.455917515406398773e+08
1.640000000000000124e+00 4.261449686719721086e+01 5.479179711449961662e+08
1.650000000000000133e+00 4.258870850301177313e+01 5.500267600758966208e+08
1.660000000000000142e+00 4.256483758742104584e+01 5.519972613953238726e+08
1.669999999999999929e+00 4.254290275207669936e+01 5.539004501006089449e+08
1.679999999999999938e+00 4.252281706724456001e+01 5.557223294730442762e+08
1.689999999999999947e+00 4.250423264667858092e+01 5.574201836866252422e+08
1.699999999999999956e+00 4.248713232523212469e+01 5.590005860093374252e+08
1.709999999999999964e+00 4.247147881022265636e+01 5.604897449267264605e+08
1.719999999999999973e+00 4.245726499926841768e+01 5.619184362471407652e+08
1.729999999999999982e+00 4.244439457029824325e+01 5.633120786223913431e+08
1.739999999999999991e+00 4.243281266508434157e+01 5.646550072492188215e+08
1.750000000000000000e+00 4.242224741464910664e+01 5.659439129871488810e+08
1.760000000000000009e+00 4.241260761778788435e+01 5.671752127460206747e+08
1.770000000000000018e+00 4.240385240696522828e+01 5.683473987585062981e+08
1.780000000000000027e+00 4.239611406173623465e+01 5.694588869332808256e+08
1.790000000000000036e+00 4.238940215438402959e+01 5.705369470976806879e+08
1.800000000000000044e+00 4.238362871155021594e+01 5.715786634302676916e+08
1.810000000000000053e+00 4.237870779377541197e+01 5.725878724204872847e+08
1.820000000000000062e+00 4.237451372063924282e+01 5.735652278260537386e+08
1.830000000000000071e+00 4.237085284773193905e+01 5.745096355141948462e+08
1.840000000000000080e+00 4.236764151464020500e+01 5.754194632683550119e+08
1.850000000000000089e+00 4.236482177579956954e+01 5.762951544164615870e+08
1.860000000000000098e+00 4.236233384679754010e+01 5.771394131061667204e+08
1.870000000000000107e+00 4.236018233392523769e+01 5.779562089748250246e+08
1.880000000000000115e+00 4.235852878178044989e+01 5.787448144861128330e+08
1.890000000000000124e+00 4.235735383546467148e+01 5.795093349502650499e+08
1.900000000000000133e+00 4.235660000465244934e+01 5.802537306246918440e+08
1.910000000000000142e+00 4.235621248334648214e+01 5.809818576576488018e+08
1.919999999999999929e+00 4.235613212006517614e+01 5.816956635950425863e+08
1.929999999999999938e+00 4.235628874989962611e+01 5.823923243258311749e+08
1.939999999999999947e+00 4.235661423995929198e+01 5.830730184260822535e+08
1.949999999999999956e+00 4.235704504344649024e+01 5.837344924184479713e+08
1.959999999999999964e+00 4.235752046954131345e+01 5.843770206122661829e+08
1.969999999999999973e+00 4.235799878030826449e+01 5.849995290388720036e+08
1.979999999999999982e+00 4.235852297916557063e+01 5.856015352884825468e+08
1.989999999999999991e+00 4.235913046428906625e+01 5.861834634355045557e+08
2.000000000000000000e+00 4.235980141928210685e+01 5.867469310630780458e+08
2.010000000000000231e+00 4.236051969100227410e+01 5.872930245274240971e+08
2.020000000000000018e+00 4.236129816222161537e+01 5.878256094015771151e+08
2.030000000000000249e+00 4.236219750804404072e+01 5.883461449923436642e+08
2.040000000000000036e+00 4.236318603252739479e+01 5.888539807580587864e+08
2.049999999999999822e+00 4.236422786072080982e+01 5.893486537420053482e+08
2.060000000000000053e+00 4.236528064419542261e+01 5.898306957964520454e+08
2.069999999999999840e+00 4.236631861388519127e+01 5.903054112503777742e+08
2.080000000000000071e+00 4.236730944935015941e+01 5.907715264738967419e+08
2.089999999999999858e+00 4.236821140654983253e+01 5.912258724030507803e+08
2.100000000000000089e+00 4.236900992910244668e+01 5.916682963936362267e+08
2.109999999999999876e+00 4.236969454613811337e+01 5.921021296057422161e+08
2.120000000000000107e+00 4.237024623824971314e+01 5.925297508813728094e+08
2.129999999999999893e+00 4.237066945229603476e+01 5.929445175641030073e+08
2.140000000000000124e+00 4.237100721300620876e+01 5.933464282078350782e+08
2.149999999999999911e+00 4.237134603227109153e+01 5.937456363176503181e+08
2.160000000000000142e+00 4.237168694607401420e+01 5.941324785371038914e+08
2.169999999999999929e+00 4.237201036289311418e+01 5.945071425351638794e+08
2.180000000000000160e+00 4.237231392555687393e+01 5.948776231293933392e+08
2.189999999999999947e+00 4.237258284055168644e+01 5.952378811367466450e+08
2.200000000000000178e+00 4.237281194302349974e+01 5.955864333793295622e+08
2.209999999999999964e+00 4.237298816337321483e+01 5.959324398210651875e+08
2.220000000000000195e+00 4.237309034925024775e+01 5.962689557363612652e+08
2.229999999999999982e+00 4.237307162496988155e+01 5.965949417706474066e+08
2.240000000000000213e+00 4.237292597555552476e+01 5.969201330173573494e+08
2.250000000000000000e+00 4.237264526133289877e+01 5.972338709408842325e+08
2.260000000000000231e+00 4.237222026256583973e+01 5.975435525932341814e+08
2.270000000000000018e+00 4.237169168162956367e+01 5.978481259939653873e+08
2.280000000000000249e+00 4.237109451981005037e+01 5.981431176721817255e+08
2.290000000000000036e+00 4.237043918797986919e+01 5.984373220780563354e+08
2.300000000000000266e+00 4.236972351198070896e+01 5.987227413525853157e+08
2.310000000000000053e+00 4.236895281058951923e+01 5.990040707271821499e+08
2.319999999999999840e+00 4.236812812349705837e+01 5.992796287965097427e+08
2.330000000000000071e+00 4.236725038111384123e+01 5.995493400343750715e+08
2.339999999999999858e+00 4.236632544484822915e+01 5.998162909587448835e+08
2.350000000000000089e+00 4.236535159041892484e+01 6.000741300941402912e+08
2.359999999999999876e+00 4.236433174799131507e+01 6.003321747300302982e+08
2.370000000000000107e+00 4.236325173520990717e+01 6.005796214371551275e+08
2.379999999999999893e+00 4.236209728857462409e+01 6.008284439400055408e+08
2.390000000000000124e+00 4.236087084915649825e+01 6.010667375873038769e+08
2.399999999999999911e+00 4.235957178947140278e+01 6.013059389063569307e+08
2.410000000000000142e+00 4.235820050765931910e+01 6.015353816199845076e+08
2.419999999999999929e+00 4.235676219366999362e+01 6.017648627110478878e+08
2.430000000000000160e+00 4.235526585175826142e+01 6.019864567530896664e+08
2.439999999999999947e+00 4.235371660427915685e+01 6.022073877564142942e+08
2.450000000000000178e+00 4.235212560819773131e+01 6.024202221409182549e+08
2.459999999999999964e+00 4.235049818276329603e+01 6.026328354462410212e+08
2.470000000000000195e+00 4.234884301307594967e+01 6.028384316718297005e+08
2.479999999999999982e+00 4.234716536931544795e+01 6.030437587228093147e+08
2.490000000000000213e+00 4.234547293650314259e+01 6.032420863606063128e+08
2.500000000000000000e+00 4.234376934095936207e+01 6.034394640715872049e+08
2.510000000000000231e+00 4.234206076141471442e+01 6.036292562323780060e+08
2.520000000000000018e+00 4.234035361732231451e+01 6.038216802304866314e+08
2.530000000000000249e+00 4.233864890093607158e+01 6.040067264576023817e+08
2.540000000000000036e+00 4.233694651285459543e+01 6.041905140748549700e+08
2.550000000000000266e+00 4.233524182704927341e+01 6.043699280277383327e+08
2.560000000000000053e+00 4.233352359715436819e+01 6.045475705777913332e+08
2.569999999999999840e+00 4.233178186251165442e+01 6.047217259753224850e+08
2.580000000000000071e+00 4.233002194549693797e+01 6.048911543841484785e+08
2.589999999999999858e+00 4.232824670695440261e+01 6.050621130421040058e+08
2.600000000000000089e+00 4.232645990418011905e+01 6.052291714786752462e+08
2.609999999999999876e+00 4.232466621003382556e+01 6.053916211518204212e+08
2.620000000000000107e+00 4.232286963001740077e+01 6.055522485719273090e+08
2.629999999999999893e+00 4.232107314392654018e+01 6.057133102129114866e+08
2.640000000000000124e+00 4.231928097409597456e+01 6.058705138601952791e+08
2.649999999999999911e+00 4.231749450937353885e+01 6.060225214537528753e+08
2.660000000000000142e+00 4.231571817729466289e+01 6.061752341334238052e+08
2.669999999999999929e+00 4.231395481271749048e+01 6.063278726193736792e+08
2.680000000000000160e+00 4.231220741390089302e+01 6.064762062187819481e+08
2.689999999999999947e+00 4.231047691409143141e+01 6.066196418570116758e+08
2.700000000000000178e+00 4.230876442132233706e+01 6.067642378568927050e+08
2.709999999999999964e+00 4.230707606386903308e+01 6.069086131889393330e+08
2.720000000000000195e+00 4.230540919495751240e+01 6.070486258445374966e+08
2.729999999999999982e+00 4.230375357991328400e+01 6.071849171577706337e+08
2.740000000000000213e+00 4.230210002924302159e+01 6.073228075069572926e+08
2.750000000000000000e+00 4.230044970107499580e+01 6.074596253657951355e+08
2.760000000000000231e+00 4.229880194702135299e+01 6.075925010772399902e+08
2.770000000000000018e+00 4.229716019970277330e+01 6.077222367594110966e+08
2.780000000000000249e+00 4.229552499269239263e+01 6.078533241707044840e+08
2.790000000000000036e+00 4.229389617352822484e+01 6.079828696278856993e+08
2.800000000000000266e+00 4.229227853248382019e+01 6.081088786715689898e+08
2.810000000000000053e+00 4.229067097026952382e+01 6.082319554051944017e+08
2.819999999999999840e+00 4.228907347929892069e+01 6.083559164845621586e+08
2.830000000000000071e+00 4.228748845586523686e+01 6.084780444428135157e+08
2.839999999999999858e+00 4.228591694563117187e+01 6.085970608395010233e+08
2.850000000000000089e+00 4.228435721777132983e+01 6.087162777191483974e+08
2.859999999999999876e+00 4.228281492131841901e+01 6.088332017504525185e+08
2.870000000000000107e+00 4.228128946186431136e+01 6.089486624067903757e+08
2.879999999999999893e+00 4.227977905683169269e+01 6.090631794823552370e+08
2.890000000000000124e+00 4.227828450432707541e+01 6.091758971061782837e+08
2.899999999999999911e+00 4.227680789866372635e+01 6.092876735311306715e+08
2.910000000000000142e+00 4.227534771120416224e+01 6.093970359389671087e+08
2.919999999999999929e+00 4.227390541409958047e+01 6.095055540578731298e+08
2.930000000000000160e+00 4.227247081359944048e+01 6.096126997512718439e+08
2.939999999999999947e+00 4.227104632535269246e+01 6.097188296646425724e+08
2.950000000000000178e+00 4.226963051147986050e+01 6.098236114071363211e+08
2.959999999999999964e+00 4.226822638389960929e+01 6.099271434885296822e+08
2.970000000000000195e+00 4.226683245621371299e+01 6.100280131810017824e+08
2.979999999999999982e+00 4.226544842257972334e+01 6.101293496703865528e+08
2.990000000000000213e+00 4.226407251446983793e+01 6.102282084636204243e+08
3.000000000000000000e+00 4.226270841390170574e+01 6.103272018191574812e+08
3.010000000000000231e+00 4.226135513875399141e+01 6.104237274085662365e+08
3.020000000000000018e+00 4.226001230474290082e+01 6.105201541972811222e+08
3.030000000000000249e+00 4.225867939853692690e+01 6.106146615344184637e+08
3.040000000000000036e+00 4.225735724454659703e+01 6.107086713265724182e+08
3.050000000000000266e+00 4.225604500750458214e+01 6.108008576127976179e+08
3.060000000000000053e+00 4.225474377092940870e+01 6.108923699708327055e+08
3.070000000000000284e+00 4.225345293892925724e+01 6.109828840258378983e+08
3.080000000000000071e+00 4.225217443182232557e+01 6.110716627212984562e+08
3.089999999999999858e+00 4.225090526160994386e+01 6.111602044479547739e+08
3.100000000000000089e+00 4.224964577587687131e+01 6.112471498875459433e+08
3.109999999999999876e+00 4.224839851521885237e+01 6.113334647561511993e+08
3.120000000000000107e+00 4.224716175912480054e+01 6.114186336825585365e+08
3.129999999999999893e+00 4.224593506777461727e+01 6.115033007558177710e+08
3.140000000000000124e+00 4.224471571607367082e+01 6.115860568151344061e+08
3.149999999999999911e+00 4.224350405211209392e+01 6.116687195930762291e+08
3.160000000000000142e+00 4.224229812855185173e+01 6.117498491798337698e+08
3.169999999999999929e+00 4.224109751782856392e+01 6.118309885238145590e+08
3.180000000000000160e+00 4.223990548571354964e+01 6.119100152344117165e+08
3.189999999999999947e+00 4.223872014087921656e+01 6.119896418322855234e+08
3.200000000000000178e+00 4.223754226341326756e+01 6.120672796336756945e+08
3.209999999999999964e+00 4.223637399409231818e+01 6.121438875470328331e+08
3.220000000000000195e+00 4.223521152260176592e+01 6.122203715783233643e+08
3.229999999999999982e+00 4.223405710561223003e+01 6.122953659183744192e+08
3.240000000000000213e+00 4.223290999504196463e+01 6.123709227557768822e+08
3.250000000000000000e+00 4.223177032621381954e+01 6.124449292020133734e+08
3.260000000000000231e+00 4.223063759029833619e+01 6.125171037157725096e+08
3.270000000000000018e+00 4.222951368571762742e+01 6.125898682817462683e+08
3.280000000000000249e+00 4.222839600959357398e+01 6.126613993248815536e+08
3.290000000000000036e+00 4.222728676986036334e+01 6.127314912833819389e+08
3.300000000000000266e+00 4.222618413588903508e+01 6.128023543418447971e+08
3.310000000000000053e+00 4.222508818961444632e+01 6.128716809785807133e+08
3.320000000000000284e+00 4.222400140182612205e+01 6.129402275683535337e+08
3.330000000000000071e+00 4.222292086449014192e+01 6.130091194745458364e+08
3.339999999999999858e+00 4.222184658861620932e+01 6.130761432812341452e+08
3.350000000000000089e+00 4.222077965209864914e+01 6.131418939111577272e+08
3.359999999999999876e+00 4.221972009642882995e+01 6.132082698818110228e+08
3.370000000000000107e+00 4.221866881838324304e+01 6.132736006591527462e+08
3.379999999999999893e+00 4.221762260022062918e+01 6.133381434142314196e+08
3.390000000000000124e+00 4.221658491051402962e+01 6.134029522494856119e+08
3.399999999999999911e+00 4.221555198008747567e+01 6.134665320101165771e+08
3.410000000000000142e+00 4.221452753413923631e+01 6.135286366052626371e+08
3.419999999999999929e+00 4.221350940477370273e+01 6.135908996621738672e+08
3.430000000000000160e+00 4.221249581429658804e+01 6.136532194124999046e+08
3.439999999999999947e+00 4.221149025543237343e+01 6.137139625415259600e+08
3.450000000000000178e+00 4.221048956416419173e+01 6.137738702433060408e+08
3.459999999999999964e+00 4.220949459701100182e+01 6.138345892297772169e+08
3.470000000000000195e+00 4.220850480975175856e+01 6.138941250504014492e+08
3.479999999999999982e+00 4.220752001458871661e+01 6.139525820723925829e+08
3.490000000000000213e+00 4.220654086199012767e+01 6.140106542035577297e+08
3.500000000000000000e+00 4.220556685072995151e+01 6.140695154650806189e+08
3.510000000000000231e+00 4.220459746570666226e+01 6.141270644691647291e+08
3.520000000000000018e+00 4.220363275759275012e+01 6.141835167297804356e+08
3.530000000000000249e+00 4.220267618876148674e+01 6.142388516357636452e+08
3.540000000000000036e+00 4.220172313312712475e+01 6.142953619037840366e+08
3.550000000000000266e+00 4.220077780837377901e+01 6.143512267554172277e+08
3.560000000000000053e+00 4.219983529129758182e+01 6.144061821260049343e+08
3.570000000000000284e+00 4.219890023196446549e+01 6.144599514874211550e+08
3.580000000000000071e+00 4.219797040984023795e+01 6.145132405646107197e+08
3.589999999999999858e+00 4.219704520382470037e+01 6.145675774449926615e+08
3.600000000000000089e+00 4.219612363453499881e+01 6.146211493485423326e+08
3.609999999999999876e+00 4.219521069183385720e+01 6.146737182648074627e+08
3.620000000000000107e+00 4.219430063289446764e+01 6.147256045824579000e+08
3.629999999999999893e+00 4.219339940469047434e+01 6.147767893486015797e+08
3.640000000000000124e+00 4.219250140788138026e+01 6.148286644946080446e+08
3.649999999999999911e+00 4.219161160233726093e+01 6.148801033607096672e+08
3.660000000000000142e+00 4.219072679182935559e+01 6.149306682569268942e+08
3.669999999999999929e+00 4.218984835564617697e+01 6.149803044604611397e+08
3.680000000000000160e+00 4.218897550843675504e+01 6.150290416763184071e+08
3.689999999999999947e+00 4.218811142795035352e+01 6.150778774049401283e+08
3.700000000000000178e+00 4.218725191182282686e+01 6.151276778208229542e+08
3.709999999999999964e+00 4.218640061868292435e+01 6.151765106141968966e+08
3.720000000000000195e+00 4.218555518838598317e+01 6.152245026353106499e+08
3.729999999999999982e+00 4.218471636255006274e+01 6.152715683264325857e+08
3.740000000000000213e+00 4.218388461193883643e+01 6.153178362691057920e+08
3.750000000000000000e+00 4.218306035883339433e+01 6.153657875849566460e+08
3.760000000000000231e+00 4.218224111965510303e+01 6.154130609412022829e+08
3.770000000000000018e+00 4.218142572225745823e+01 6.154595911348617077e+08
3.780000000000000249e+00 4.218061382510456525e+01 6.155054937995526791e+08
3.790000000000000036e+00 4.217980688767100617e+01 6.155505137218276262e+08
3.800000000000000266e+00 4.217900492670939627e+01 6.155948268262650967e+08
3.810000000000000053e+00 4.217820863234042861e+01 6.156397721360596418e+08
3.820000000000000284e+00 4.217741478290686530e+01 6.156851298583393097e+08
3.830000000000000071e+00 4.217662837482014737e+01 6.157296594722832441e+08
3.839999999999999858e+00 4.217584492549148223e+01 6.157736761301174164e+08
3.850000000000000089e+00 4.217506831344034879e+01 6.158169367378282547e+08
3.859999999999999876e+00 4.217429614244910852e+01 6.158597490972774029e+08
3.870000000000000107e+00 4.217353251304928108e+01 6.159017336080862284e+08
