1065   15
1.0d0 1.0d0 4.0d0 12.0d0 16.0d0 20.0d0 24.0d0 28.0d0 32.0d0 36.0d0 40.0d0 44.0d0 48.0d0 52.0d0 56.0d0 
0.0d0 1.0d0 2.0d0 6.0d0 8.0d0 10.0d0 12.0d0 14.0d0 16.0d0 18.0d0 20.0d0 22.0d0 24.0d0 26.0d0 28.0d0 
3.9784000000033842E+30   4.6929569176564384E+06  3.9115209031726248E-04   2.2132649199937826E-06  1.6277449191549334E-03   0.0000000000000000E+00  0.0000000000000000E+00   0.0000000000000000E+00   8.3960167417943277E-08   3.5203978904029047E-09   7.3661002113025878E-06   4.0286149218408167E-06   2.4391557666934364E-05   1.9345387254374384E-03   1.8782382586859431E-01   0.0000000000000000E+00  6.0468942979675245E-11 
8.1241080714108107E+30   5.9720791379738199E+06  3.9358854582435463E-04   2.3846041262270353E-06  1.7088275713856101E-03   0.0000000000000000E+00  0.0000000000000000E+00   0.0000000000000000E+00   9.1390750899445289E-08   4.0893920434877488E-09   7.9942869850257451E-06   4.3889757535297914E-06   2.5588316326770590E-05   1.9694295420589888E-03   1.8740259866205713E-01   0.0000000000000000E+00  7.4958835085151211E-11 
1.3337059990104272E+31   7.0682911473989403E+06  3.9602195609149833E-04   2.5518156438079775E-06  1.7861428182208141E-03   0.0000000000000000E+00  0.0000000000000000E+00   0.0000000000000000E+00   9.8673767040264812E-08   4.6806624684590050E-09   8.6068431962310857E-06   4.7406459922011398E-06   2.6714124975275078E-05   2.0009074670220986E-03   1.8702170856350911E-01   0.0000000000000000E+00  9.0913730503712546E-11 
1.9891999999998472E+31   8.1052410882686432E+06  3.9883082961398117E-04   2.7429816408474117E-06  1.8725302041420996E-03   0.0000000000000000E+00  0.0000000000000000E+00   0.0000000000000000E+00   1.0703344508216744E-07   5.3993186412860285E-09   9.3064228120316262E-06   5.1425305828479322E-06   2.7955179885151235E-05   2.0342101312594120E-03   1.8661571113382694E-01   0.0000000000000000E+00  1.1142784816070147E-10 
2.9838000000002323E+31   9.3238937177090757E+06  4.0256802199632686E-04   2.9973652867145794E-06  1.9844872940022289E-03   0.0000000000000000E+00  0.0000000000000000E+00   0.0000000000000000E+00   1.1820425258630279E-07   6.4245895368146636E-09   1.0235866473684417E-05   5.6767549121095039E-06   2.9538221606797810E-05   2.0747324952145830E-03   1.8611492576211364E-01   0.0000000000000000E+00  1.4262117660636483E-10 
3.9784000000001560E+31   1.0307684017172709E+07  4.0682002544660512E-04   3.2899313924103769E-06  2.1094639870505930E-03   0.0000000000000000E+00  0.0000000000000000E+00   0.0000000000000000E+00   1.3110612826474952E-07   7.6984868626854311E-09   1.1302367461663799E-05   6.2899927587879280E-06   3.1273227753416512E-05   2.1168463875680063E-03   1.8558362341594664E-01   0.0000000000000000E+00  1.8420235775667166E-10 
4.9730000000000797E+31   1.1149145234307991E+07  4.1094616463139313E-04   3.5799815485977977E-06  2.2298036493363172E-03   0.0000000000000000E+00  0.0000000000000000E+00   0.0000000000000000E+00   1.4394304799583093E-07   9.0588362302948854E-09   1.2356910415888899E-05   6.8964654762942437E-06   3.2913501013229345E-05   2.1546455801267480E-03   1.8509412519148649E-01   0.0000000000000000E+00  2.3168904174075656E-10 
5.9676000000000034E+31   1.1893536985762410E+07  4.1498329286577656E-04   3.8715755231252183E-06  2.3475839483912977E-03   0.0000000000000000E+00  0.0000000000000000E+00   0.0000000000000000E+00   1.5688482302132775E-07   1.0521653604732011E-08   1.3414120661147810E-05   7.5044721109089178E-06   3.4491505691633010E-05   2.1893168328420741E-03   1.8463222377628616E-01   0.0000000000000000E+00  2.8594234738066199E-10 
7.1611200000000964E+31   1.2694516621313792E+07  4.1935641095706424E-04   4.1980162133279048E-06  2.4760145638826883E-03   0.0000000000000000E+00  0.0000000000000000E+00   0.0000000000000000E+00   1.7140667372027793E-07   1.2269797504881375E-08   1.4594077438424562E-05   8.1829741571662366E-06   3.6182775634796001E-05   2.2247773385190464E-03   1.8414461661332435E-01   0.0000000000000000E+00  3.5469299825958766E-10 
8.3546400000001893E+31   1.3420103742428387E+07  4.2402179840678606E-04   4.5604767961662970E-06  2.6147996909722357E-03   0.0000000000000000E+00  0.0000000000000000E+00   0.0000000000000000E+00   1.8756093317079547E-07   1.4344349256870320E-08   1.5899740667328449E-05   8.9335504847865140E-06   3.7977420763243115E-05   2.2606268141197906E-03   1.8363336972039240E-01   0.0000000000000000E+00  4.4128474715071973E-10 
