,line,absorption_mean_velocity,absorption_std_velocity,emission_mean_velocity,emission_std_velocity,t_from_discovery,Name
0,Halpha,15561.803789437916,15.233377689349968,2884.76944841934,68.41171156816587,23.11594833744728,SN2018hmx
0,Hbeta,9565.73218036432,49.32108819056395,2307.1751716836175,282.97385932784044,23.11594833744728,SN2018hmx
0,FeII 5169,7597.461312372939,132.40326569591628,-3284.1025073750493,88.6847573974562,23.11594833744728,SN2018hmx
0,Halpha,13058.419666377442,28.40301463455679,2412.038255890041,31.184462840154808,33.62318743496286,SN2018hmx
0,Hbeta,8988.978547390127,50.34120725319091,287.0675541136709,159.40922115347104,33.62318743496286,SN2018hmx
0,FeII 5169,7355.6491012118195,139.5255714377495,,,33.62318743496286,SN2018hmx
0,Halpha,12083.646354080052,35.109336437957644,2177.5522711740828,38.82856214492072,39.42231195749807,SN2018hmx
0,Hbeta,9631.608603405359,41.10846910180282,1352.7606680359652,203.59813183858176,39.42231195749807,SN2018hmx
0,FeII 5169,6156.771181661657,51.94766255560866,-17653.725061382476,44.17257056348563,39.42231195749807,SN2018hmx
0,Halpha,11670.975801420189,39.024264761503154,1680.8320328048212,20.027070506227822,45.210811100260734,SN2018hmx
0,Hbeta,9328.587507088088,33.03936623342816,-1411.9512503754902,274.4746940014146,45.210811100260734,SN2018hmx
0,FeII 5169,5881.265006817735,56.87714059484874,-17133.675225941457,67.62366498402042,45.210811100260734,SN2018hmx
0,Halpha,11627.732533867582,48.494532886279785,1630.7835752386989,23.25490212923653,45.30226525948486,SN2018hmx
0,Hbeta,9534.012158032416,54.00104771392724,-931.9097592289664,238.0598257877708,45.30226525948486,SN2018hmx
0,FeII 5169,6169.942343024857,26.18804039916216,-17159.41764893672,7.275957614183426e-12,45.30226525948486,SN2018hmx
0,Halpha,11558.131762849658,51.14348657295845,1570.4671224887354,54.439662442439804,47.01488222765199,SN2018hmx
0,Hbeta,9444.428212425288,54.59894980418948,-1941.446661314822,476.8877141546347,47.01488222765199,SN2018hmx
0,FeII 5169,5988.9238620991655,34.43002024861715,-17219.394356443383,15.525316928532767,47.01488222765199,SN2018hmx
0,Halpha,10894.808677821984,47.24535057265816,1241.5819349727944,38.58650180287994,56.867176059744864,SN2018hmx
0,Hbeta,9235.053666029127,0.0,-2497.2915179956917,413.21744124802456,56.867176059744864,SN2018hmx
0,FeII 5169,5292.416214350157,50.31810822181616,-17644.09650641721,42.74475887201182,56.867176059744864,SN2018hmx
0,Halpha,10628.22347874512,55.09254070326888,982.6723021660786,30.873550310872318,64.39792492589487,SN2018hmx
0,Hbeta,8221.298570337645,107.33901643662941,274.48561193996744,144.99617699981573,64.39792492589487,SN2018hmx
0,FeII 5169,4574.151470082448,50.18303439282408,-17965.324478383285,81.58679970610496,64.39792492589487,SN2018hmx
0,Halpha,10094.826420315636,40.89070570959624,674.5587763231616,19.896194745219695,83.85768241681008,SN2018hmx
0,Hbeta,8157.667290687619,89.89778585603356,-2076.2564152688146,125.60228995924774,83.85768241681008,SN2018hmx
0,FeII 5169,4363.058276908069,65.90189532064068,-18234.777452472423,100.9844240445651,83.85768241681008,SN2018hmx
0,Halpha,9981.542621273886,24.5644021251288,668.9310474729772,36.31790767516969,94.40866191651432,SN2018hmx
0,Hbeta,7120.102716585635,82.18095493977255,-4061.9735143063294,625.1298458073351,94.40866191651432,SN2018hmx
0,FeII 5169,4245.160206473852,25.86302018910637,-19303.322363519583,310.514360214778,94.40866191651432,SN2018hmx
0,Halpha,9621.378356105053,40.026657228759206,-19.59007371459694,37.567245421118805,106.86049055309901,SN2018hmx
0,Hbeta,7257.239457411342,36.91523395003273,-3581.112256536675,308.3308464487327,106.86049055309901,SN2018hmx
0,FeII 5169,3657.2237889272615,64.91271774144569,-18707.54264498048,33.886906533220035,106.86049055309901,SN2018hmx
0,Halpha,7941.740508989202,1.8189894035458565e-12,-294.70559494993535,185.8016161238873,195.25554484086922,SN2018hmx
0,Hbeta,5400.0896952389885,229.38866651189542,-3495.4657602125753,382.64379485044543,195.25554484086922,SN2018hmx
0,FeII 5169,3981.3458510158516,0.0,-16709.980345127635,268.3707840606115,195.25554484086922,SN2018hmx
0,Halpha,18478.774527041292,3.637978807091713e-12,2789.181370982553,9.094947017729282e-13,19.043157790969833,SN2018hmx
0,Hbeta,10116.881141665983,3.637978807091713e-12,3754.978066386649,1.3642420526593924e-12,19.043157790969833,SN2018hmx
0,FeII 5169,4245.726881347468,9.094947017729282e-13,-103.26489060745955,2.842170943040401e-14,19.043157790969833,SN2018hmx
