,t_from_discovery,temp,dtemp0,dtemp1,radius,dradius0,dradius1,Lum,dLum0,dLum1
0,15.820539999935136,12.780749134796531,0.3465430960038809,0.2811981595395885,11525671539.936235,345629463.891544,420898100.70829046,9.813149093784877e+35,8.165290207591758e+33,9.464420238136935e+33
1,33.67679999992106,6.777747346288373,0.05540066781778741,0.05624640625280275,27804579799.09624,504207888.0872417,483846324.8588612,6.778577360328081e+35,5.263349669564599e+33,6.722902311432301e+33
2,34.76890000001731,6.793743347340472,0.06004863714280795,0.06321517896506457,27974177571.30483,502457770.44998777,472258174.6987546,6.9342858601565e+35,4.8538913200840685e+33,6.358371298972257e+33
3,36.72153333328606,5.932855378288215,0.10773176085341873,0.09854864925244566,35087470193.3785,1571851434.8396974,1682909185.3667858,6.0487320211034156e+35,1.2709624667943112e+34,1.3096337826854224e+34
4,40.658160000013595,6.281529814296499,0.0679673407446364,0.06498715458604387,31979069717.735073,751834461.6667746,783929323.093846,6.495107267353337e+35,4.004362850701782e+33,5.447987976832219e+33
5,44.63525999998092,5.746249138299762,0.03611868846266475,0.0380320573903008,35884780132.93843,542444616.3910247,571408867.9159677,5.474208350543407e+35,2.5759662817237715e+33,2.983357056367866e+33
6,46.62903999993432,5.503555036719629,0.03504465396721468,0.04234164989673683,39524372397.085464,739451691.1499543,567758038.2427266,5.4107301923377184e+35,3.900778951965865e+33,3.5329633587805897e+33
7,48.665720000019064,5.044622864067296,0.045959125033760984,0.04102916625310549,49208769464.605095,1203500836.4180796,1316471549.6333225,5.461010401188393e+35,6.832915265697466e+33,5.455681647740844e+33
8,56.66639999998006,5.156235817760167,0.029493422516209122,0.03223308730798902,41773011031.38545,690241585.9499341,684805148.5570973,4.398794004011452e+35,3.668883177747721e+33,3.15063145786138e+33
9,63.693620000027295,5.062052720601583,0.06221416028675364,0.07407572418476427,41164844905.97911,1329148107.771432,1361004255.7303586,3.913447296046771e+35,4.8645174564987453e+33,3.7650102698020336e+33
10,67.62277999994694,4.603285350038494,0.08438544396045256,0.06077806139816477,53918743897.78979,1942364601.923271,2617160096.402388,4.051117472919965e+35,6.792989404887536e+33,4.7093372292989613e+33
11,71.72461999998632,4.705270663513701,0.02790034380416806,0.023651876084285206,48423856521.360664,730578385.8296452,854222819.7609041,3.685857465413933e+35,1.9176830593492635e+33,2.207733160495657e+33
12,78.65761999999813,4.40104677173583,0.032020789043366804,0.038640570555849685,57213450970.17353,1506960836.789107,1418766315.271464,3.586410551255398e+35,3.944790159934403e+33,2.9352319649254234e+33
13,89.51214000004984,4.1273338786993214,0.04878022405930871,0.05743826094116322,62789382150.45886,2387861000.6520076,2232967437.2313213,2.9989474642830637e+35,2.4916838568326318e+33,3.0070851526137386e+33
14,95.58742000003986,4.489865317742359,0.03582366872984366,0.046889233665938335,44728331654.81722,1315825541.1260371,1137485357.1064332,2.449835470652741e+35,2.879955666742428e+33,2.0138339074402765e+33
15,112.73738000001322,4.0631568005738705,0.0212027204532923,0.025993834090558998,52656673187.93774,1072951541.3565378,920710548.4521755,1.9245577209733757e+35,1.5631844197986232e+33,1.4028328533070292e+33
16,117.7507000000187,4.169335664209034,0.02719165052818795,0.033529364188375155,43672432641.443375,993605392.3976618,882716032.1003397,1.5373527599834652e+35,1.921875635609242e+33,1.9525128595010104e+33
17,127.70375999993848,4.191462178590285,0.07555249166336786,0.07813501578415316,42028568149.28861,2111976571.9162862,2327298875.303898,1.4694148667126241e+35,1.9252151459748777e+33,1.796807254051048e+33
18,131.72980000003736,3.450260851810582,0.05923223937863842,0.049471742870290214,71831018171.35083,4231852956.2401314,5462193691.843896,1.3055555613234708e+35,4.0998744959682785e+33,3.881800253865871e+33
19,135.66176249995624,4.178942144669756,0.024933502984422873,0.026309377129256184,29990977192.927094,604130576.6372081,547868682.1285604,7.33804939127759e+34,6.646551968683447e+32,6.4749146009232494e+32
20,146.69670000007318,3.4009346079635208,0.049422319331289266,0.062130056620578245,50905793798.73664,3672781356.9425936,3020594813.6786456,5.959750751511201e+34,1.4982769416579806e+33,1.2431473625014435e+33
21,159.4499333335043,4.3233357248739,0.08215286742476469,0.09820115424244769,19407398687.13398,1264154743.460054,1203625258.4315386,3.735407872310712e+34,7.529934476792335e+32,5.739496440057214e+32
22,162.64819999988686,3.9933634193696546,0.0662570060687031,0.08620692881997316,30957550076.666817,1947407175.9797359,1503223456.0097396,5.9830524869679725e+34,6.311786408056836e+32,6.063102298340569e+32
23,165.623933333467,3.5522076091251513,0.09066923049072084,0.06590669790456705,41826606992.71476,2587705104.03806,4002457592.2956185,5.355777737739877e+34,1.1759570292213615e+33,9.784005077638437e+32
24,168.4768999999942,4.187996166869649,0.16775736434397892,0.20462317036223965,22843306078.177048,2881929615.80581,3307004789.2221713,4.346046218342264e+34,1.3922705277278272e+33,1.4815992485185198e+33
25,169.48086666659947,4.567959731522774,0.2034218166419972,0.23636244232600934,19220866906.316025,2398880882.738434,2315390379.3738832,4.91087453415477e+34,1.8480562466774882e+33,1.7261713669412167e+33
26,381.7540000000008,5.292635159214596,0.4883692221042084,0.44151507521734423,4861367653.575739,886016632.5781258,1313729746.4171371,6.801928748802767e+33,3.881391758552774e+32,4.5391771455702354e+32
