,t_from_discovery,temp,dtemp0,dtemp1,radius,dradius0,dradius1,Lum,dLum0,dLum1
0,1.0027400000035414,12.656020971563448,0.021476023383341314,0.025083557334236062,3988547129.9358277,10132307.478750117,7969860.97013978,2.9907463929364906e+35,6.599294107554754e+34,6.599294107554754e+34
1,2.0054799999998068,12.942228728286324,0.02524890170864147,0.022939419234521807,3997038664.4409957,8455751.591501163,9600488.592973674,3.27863991015319e+35,6.66763087249714e+34,6.66763087249714e+34
2,3.008220000003348,12.625331669860476,0.019419941277748265,0.026817875330804597,4139496056.425193,11134637.215503745,7778645.532980724,3.180224407108874e+35,6.316614277731651e+34,6.316614277731651e+34
3,4.0109599999996135,12.176015692510731,0.01919503492986685,0.021995534774239545,4325391261.35006,9526409.60905255,8476981.044100108,2.991470836384586e+35,5.431598714880968e+34,5.431598714880968e+34
4,5.013700000003155,11.52402739402083,0.017907090894771827,0.015318805232757526,4639065298.627083,9007351.208078207,8560300.297352318,2.741644979639043e+35,4.46071580659673e+34,4.46071580659673e+34
5,7.019180000002962,10.958726619780276,0.014653429136121332,0.013715097852662339,4857397906.451121,8244899.143902261,8408400.762381991,2.4508589585263822e+35,3.960060798490966e+34,3.960060798490966e+34
6,8.021919999999227,10.51692065620868,0.014634622567715638,0.014895316261004155,5130660944.377258,10922478.226413155,10289061.871520733,2.3111067072590335e+35,3.234269939779242e+34,3.234269939779242e+34
7,9.024660000002768,10.141069832161179,0.011753350504353222,0.013031520030986954,5356260228.915181,10020505.300769722,8985394.773823882,2.1715801874559818e+35,2.903328717069749e+34,2.903328717069749e+34
8,11.030140000002575,9.510141913466041,0.010415290317750348,0.011418095306588327,5927310452.944391,11724336.739047905,9898169.530490706,2.0502897455503873e+35,2.198843838652861e+34,2.198843838652861e+34
9,13.035620000002382,8.81980966630162,0.009457847015145404,0.009639102911496167,6669815580.895378,11702314.714334913,12570046.3437692,1.9181401641107615e+35,7.474270622063987e+33,7.474270622063987e+33
10,14.038359999998647,8.354043274836869,0.00796228862373205,0.010049458739057826,7240303332.642057,15036470.956844287,11781492.9044418,1.8188860314853617e+35,5.371624960914796e+33,5.371624960914796e+33
11,15.041100000002189,8.091712650248258,0.006558909199100071,0.00738483472982665,7585594633.9927025,13251376.268522196,10767822.732277658,1.7591981049527655e+35,1.928874980482343e+33,1.928874980482343e+33
12,16.043839999998454,7.9443399760259545,0.006414424447319433,0.007857849901538927,7742479718.574346,13517064.252532743,10516395.818203157,1.707135404581453e+35,2.2531242697308487e+33,2.2531242697308487e+33
13,18.04931999999826,7.491376417778613,0.007871093981976607,0.009144257792180532,8455440904.51791,18836351.17287705,16039549.28933254,1.6085495800908224e+35,1.1863564604631634e+33,1.1863564604631634e+33
14,21.05754000000161,6.889857100454971,0.006174160796507344,0.004510315826334654,9749131133.13949,13530094.680429894,17792026.13919331,1.532285957194265e+35,3.6433134216248463e+33,3.6433134216248463e+33
15,28.076719999997295,5.998436098018812,0.0040491891038039185,0.0038517920404501638,12522189974.29819,19849813.48521426,20241065.760643784,1.4440326857433888e+35,6.723018226501841e+33,6.723018226501841e+33
16,30.0821999999971,5.8776136125598715,0.002561435088159314,0.003331519000832728,12906691592.946238,15856270.039477663,14679012.701205434,1.4112853069553743e+35,7.013913930544587e+33,7.013913930544587e+33
17,34.093159999996715,5.572499415231882,0.0024266598310136445,0.0038895637790758997,14578760773.517574,23021854.241606627,17462606.422503795,1.4435636653766708e+35,9.160612880989224e+33,9.160612880989224e+33
18,38.104120000003604,5.370317275224932,0.003842486209366669,0.0027538210861530743,15841177122.872545,21967892.57530839,27632822.63419495,1.458958685907171e+35,1.1263709112045216e+34,1.1263709112045216e+34
19,40.00932599999942,5.275023792168778,0.0033556006843600272,0.0034560673739107983,16537062242.359032,28491293.472891834,25191534.65339578,1.473308937373506e+35,1.2088356594814636e+34,1.2088356594814636e+34
20,43.01754600000277,5.183651316220338,0.00305169477944478,0.002700628710398334,17414554689.86025,25606452.29815549,29998171.721517753,1.5165816266873329e+35,1.320832433713337e+34,1.320832433713337e+34
21,46.02576599999884,5.033146268401658,0.0028726429173078216,0.003169224811579774,18646746078.05038,30692946.05971671,28315246.559409335,1.5336311071057346e+35,1.374812240525575e+34,1.374812240525575e+34
22,47.02850600000238,5.051731469696972,0.002365496619588292,0.002614877004600835,18362311147.338905,24828497.472563144,24445552.53242506,1.5088580487364992e+35,1.4730103863630506e+34,1.4730103863630506e+34
23,50.03672599999845,4.93023879561068,0.0025381688825296678,0.002449907142646701,19545735540.601727,28929969.54369718,29687865.294138923,1.5407780037956445e+35,1.5057902859670285e+34,1.5057902859670285e+34
24,61.06686600000103,4.591949584275445,0.002127053557083869,0.0019328121433392909,23115380804.514736,30841122.356017552,32294060.99604688,1.5754092144897808e+35,1.8963942500050596e+34,1.8963942500050596e+34
25,66.0805659999969,4.524280919566095,0.0017646985603256837,0.0021806258157059943,23837263177.61442,35505859.829722635,26900219.661834892,1.571020664043474e+35,1.8867542668263145e+34,1.8867542668263145e+34
26,70.99399200000335,4.408805836186826,0.0021821258900347473,0.0020328766272097454,25539681770.677296,35633920.09599595,40294753.98095997,1.6058459099322611e+35,2.0667605100806634e+34,2.0667605100806634e+34
27,76.00769199999922,4.392785494612918,0.001863608467650657,0.0019861749975236265,25663987237.11348,37948316.54023831,34381859.09263738,1.593934785880418e+35,2.099987331436463e+34,2.099987331436463e+34
